tickerdate,aapl,qcom,intc,avgo,gm,nvda,soxx,spy,fslr
9/11/2017,161.4,50.57,35.76,247.74,37.33,169,151.17,249.2,47.16
9/12/2017,160.84,50.9,36.09,247.14,37.89,169.61,151.68,250.07,47.51
9/13/2017,159.65,51,36.32,246.24,38.21,170.35,151.94,250.15,46.83
9/14/2017,158.28,51.48,36.48,246.95,38.79,169.4,153.45,250.09,48.43
9/15/2017,159.86,52.2,37.01,250.63,38.83,180.07,155.52,249.19,50.45
9/18/2017,158.62,52.25,37,249.75,38.59,187.64,158.24,249.71,48.54
9/19/2017,158.7,52.3,37.23,249.76,38.7,187.35,158.3,249.92,48.86
9/20/2017,155.96,51.98,37.04,242.91,38.88,185.73,155.58,250.06,48.85
9/21/2017,153.3,52.03,37.2,240.38,39.1,180.85,155.09,249.47,48.78
9/22/2017,151.75,52.09,37.18,239.24,39.43,179.1,155.87,249.48,51.41
9/25/2017,150.64,51.62,36.91,235.51,40.3,170.99,152.9,249.07,46.88
9/26/2017,153.1,51.13,37.54,237.27,40.27,172.08,152.39,249.02,46.17
9/27/2017,154.2,51.55,37.54,240.58,40.58,175.95,154.82,250,47.05
9/28/2017,153.22,51.75,37.88,242.94,40.58,175.68,156.49,250.34,46.14
9/29/2017,154.19,51.84,38.08,242.53,40.38,178.77,158.39,251.27,45.88
10/2/2017,153.79,51.88,39,240.48,42.15,178.93,159.54,252.25,47.17
10/3/2017,154.39,52.02,39.38,239.51,43.45,179.36,160.05,252.83,47.23
10/4/2017,153.39,51.96,39.13,242,43.78,180.87,160.44,253.16,47.65
10/5/2017,155.4,52.35,39.48,243.67,43.85,180.77,160.51,254.62,47.93
10/6/2017,155.35,52.49,39.63,245.69,44.93,181.21,161.23,254.34,48.21
10/9/2017,155.85,52.88,39.86,246.42,45.36,185.39,162.39,254.02,46.91
10/10/2017,155.9,53.87,39.65,245.99,45.21,188.93,163.41,254.6,47.67
10/11/2017,156.55,54.12,39.3,250.4,45.47,190.6,164.44,255.02,47.2
10/12/2017,156,53,39.16,248.74,44.89,191.1,163.89,254.62,47.11
10/13/2017,156.95,52.82,39.68,247.96,45.88,194.59,165.04,254.91,47.59
10/16/2017,159.89,52.38,39.76,246.67,45.76,197.82,165.8,255.33,47.31
10/17/2017,160.47,52.41,39.81,242.62,45.02,197.75,165.66,255.43,47.24
10/18/2017,159.76,52.21,40.3,244,45.12,197.57,166.21,255.71,46.94
10/19/2017,155.94,52.29,40.09,244.29,45.35,197.8,165.78,255.84,47.64
10/20/2017,156.22,52,40.37,244.24,45.61,196.83,166.56,257.12,47.73
10/23/2017,156.3,53.39,40.83,244.27,45.15,196.62,167.45,256.2,48.92
10/24/2017,157.1,54.25,41.09,247.68,46.48,198.54,168.59,256.52,48.61
10/25/2017,156.54,53.84,40.78,245.82,45.12,193.72,166.38,255.43,47.39
10/26/2017,157.41,53.8,42.5,243.76,45.25,195.23,167.43,255.5,47.51
10/27/2017,163.09,54.57,44.35,252.9,44.64,201.86,170.89,257.64,57.67
10/30/2017,166.72,54.66,44.34,261.23,43.37,203.7,171.35,256.85,60.43
10/31/2017,169.04,51.06,45.48,263.91,42.98,206.93,172.68,257.14,54.74
11/1/2017,166.83,53.4,46.72,258.88,43.13,207.2,172.09,257.5,57.21
11/2/2017,168.1,54.82,47.1,259.5,42.8,205.75,172.9,257.69,57.87
11/3/2017,172.47,62.02,46.34,273.63,42.34,208.69,175.98,258.41,59.87
11/6/2017,174.25,62.52,46.71,277.52,42.14,209.61,178.49,258.76,61.47
11/7/2017,174.81,64.1,46.51,271.32,41.7,211.95,178.33,258.66,60.96
11/8/2017,176.23,65.49,46.59,272.4,42.11,209.17,178.9,259.01,61.79
11/9/2017,175.82,64.6,46.3,265.64,42.11,205.33,175.31,258.35,60.54
11/10/2017,174.65,64.82,45.58,264.96,42.66,216.39,176.44,258,61.59
11/13/2017,173.9,66.46,45.75,265.01,43.57,212.63,176.98,258.28,61.58
11/14/2017,171.44,66,45.86,263.26,43,214.39,176.73,257.82,61.28
11/15/2017,169.07,65.61,45.46,265.6,42.86,209.98,175.25,256.44,60.6
11/16/2017,171.1,66.11,45.6,272.11,43.6,211.59,177.86,258.48,60.26
11/17/2017,170,66.72,44.66,271.86,43.87,211.36,177.08,257.96,60.18
11/20/2017,169.98,66.47,44.62,274.88,44.88,214.08,179.19,258.2,61.06
11/21/2017,173.02,66.68,44.93,276.59,44.97,215.8,181.24,259.89,60.24
11/22/2017,174.92,68.19,44.65,275.37,44.29,214.71,180.14,259.72,60.51
11/24/2017,174.81,68.91,44.75,282.38,44.46,216.96,181.75,260.36,60.61
11/27/2017,174.09,68.14,44.42,284.62,44.17,214.14,179.44,260.37,61.65
11/28/2017,173.07,68.38,44.65,281.84,44.92,210.71,179.55,262.79,62.13
11/29/2017,169.48,66.52,43.95,271.5,43.81,196.53,171.65,262.63,60.02
11/30/2017,171.75,66.45,44.84,277.94,43.08,200.71,172.56,264.66,62.1
12/1/2017,171.05,65.49,44.68,271.56,42.79,197.6,170.69,264.57,60.3
12/4/2017,169.74,64.56,44.49,263.61,43.06,186.61,166.59,264.17,57.27
12/5/2017,169.64,64.69,43.44,261,42.8,187.74,166.55,263.32,61.21
12/6/2017,169.01,64.99,43.45,264,42.15,189.26,167.26,263.25,63.2
12/7/2017,169.46,65.23,43.1,263.89,42.02,191.99,168.89,264.1,68.43
12/8/2017,169.25,64.21,43.36,259.91,42.02,191.49,167.99,265.45,70.02
12/11/2017,172.62,65,43.66,259.95,41.67,194.7,169.02,266.34,70.09
12/12/2017,171.7,64.86,43.33,258.7,41.54,190.84,167.34,266.81,68.91
12/13/2017,172.37,64.9,43.34,262.03,41.4,186.24,167.35,266.79,68.48
12/14/2017,172.22,64.7,43.2,260.39,40.81,186.47,167.19,265.82,67.89
12/15/2017,173.76,64.8,44.6,265.78,40.95,191.6,169.76,266.59,68.96
12/18/2017,176.65,65.38,46.26,264.39,42.15,197.83,173.46,268.2,70.63
12/19/2017,174.57,64.5,47.21,263.7,42.49,196,172.98,267.42,69.15
12/20/2017,174.36,64.6,47.62,265.64,42.52,196.43,174.04,267.06,68.69
12/21/2017,175.1,64.39,46.71,261.53,42.16,195.89,172.33,267.62,69.11
12/22/2017,175.01,64.73,46.65,262.35,42.02,195.27,172.25,267.44,68.85
12/26/2017,170.35,64.3,46.08,258.1,41.8,197.44,170.57,267.2,68.04
12/27/2017,170.44,64.54,46.11,259.12,41.31,197.17,171.15,267.4,68.84
12/28/2017,170.85,64.38,46.22,260.42,41.37,197.4,171.52,267.78,68.35
12/29/2017,169.33,64.02,46.22,256.9,40.99,193.59,169.82,266.89,67.52
1/2/2018,172.1,65.2,46.85,266.83,41.8,199.34,174.41,268.58,69.13
1/3/2018,172,65.94,45.07,269.93,42.82,212.6,177.47,270.42,69.89
1/4/2018,173,66.03,44.41,270.02,44.14,213.75,178.47,271.54,66.58
1/5/2018,175.02,66.38,44.74,271.62,44.01,215.4,179.56,273.36,68.78
1/8/2018,174.31,66.34,44.74,272.38,44.22,222.08,180.88,273.93,69.23
1/9/2018,174.33,65.27,43.62,268.5,44.05,221.8,179.13,274.48,69.23
1/10/2018,174.09,65.26,42.49,262.83,43,223.5,176.94,274.12,69.5
1/11/2018,175.2,65.43,43.41,263.47,44.19,224.08,178.02,276.11,75.53
1/12/2018,177.03,65.36,43.24,264.29,44.07,222.7,178.99,277.94,72.42
1/16/2018,176.21,68.31,43.15,263.25,44.19,220.11,179.58,277.26,72.15
1/17/2018,179.05,68.02,44.38,265.81,44.04,224.72,184.82,279.54,70.73
1/18/2018,179.18,68.05,44.48,269.8,43.86,224.44,185.67,279.28,71.12
1/19/2018,178.45,68.01,44.76,266.39,43.15,230.05,185.85,280.46,70.1
1/22/2018,177,68.66,45.75,262.11,43.29,233.69,187.24,282.74,69.88
1/23/2018,177.04,68.34,46.11,262.9,43.38,238.75,188.68,283.24,69.5
1/24/2018,174.14,67.98,45.5,256.86,44.16,235.8,184.33,283.22,69.1
1/25/2018,171.18,67.4,45.35,247.29,43.18,236.35,181.17,283.32,69.68
1/26/2018,171.43,68.44,50.05,250.79,43.49,243,186.97,286.54,70.06
1/29/2018,167.94,67.32,49.98,245.47,43.02,246.8,186.76,284.86,68.63
1/30/2018,167.05,66.99,48.8,240.98,42.7,242.6,182.98,282.07,67.81
1/31/2018,167.04,68.5,48.19,248.21,42.41,245.8,184.49,282.03,66.98
2/1/2018,167.67,66.8,47.65,238.79,42.43,240.5,185.72,281.58,67.55
2/2/2018,160.49,66.1,46.15,235.32,41,233.52,181.14,275.61,66.44
2/5/2018,157.16,61.73,44.65,228.1,39.59,213.65,178.57,263.92,63.25
2/6/2018,163.09,64.4,44.89,240,41.86,225.34,171.28,269.3,63.48
2/7/2018,159.65,65.04,45.43,237.38,42.39,229,176.16,267.64,62.94
2/8/2018,156.6,62.42,42.88,230,40.75,219,169.36,259.05,60.69
2/9/2018,156.35,64.09,43.95,235.5,41.46,231.8,166.77,261.55,61.22
2/12/2018,162.68,65.66,44.71,243.99,42,228.02,172.23,264.73,62.48
2/13/2018,164.34,65.7,44.41,245.86,41.4,232.63,172.68,265.87,64.22
2/14/2018,167.45,66.59,45.38,247.66,41.81,241.28,175.03,269.51,65.24
2/15/2018,172.93,65.28,45.91,251.83,42.04,246.45,175.3,273,65.82
2/16/2018,172.65,64.86,45.56,248.89,41.09,243.67,179.93,273.27,65.85
2/20/2018,173.39,63.91,46.32,249.62,40.77,249.08,181.49,271.32,66.58
2/21/2018,171.01,63.31,45.86,248.63,40.56,241.5,181.82,269.58,66.67
2/22/2018,172.55,62.18,45.8,249.35,40.91,242.15,180.35,270.52,66.28
2/23/2018,175.6,63.32,47.66,253.71,40.91,245.7,181.37,274.54,61.79
2/26/2018,178.92,66.94,49.08,252.95,41.55,246.31,184.55,277.95,65.1
2/27/2018,178.33,66.34,50.03,251.81,40.16,246,187.69,274.58,63.48
2/28/2018,178.12,65.12,49.35,246.46,39.34,242,186.04,271.39,62.85
3/1/2018,175.06,64.96,47.84,243.31,37.79,231.57,183.85,267.8,62.09
3/2/2018,176.03,64.74,48.93,250.87,37.43,236.72,181.2,269.05,64.33
3/5/2018,176.9,64.08,49.69,246.91,37.74,235.5,185.79,271.99,66.05
3/6/2018,176.58,62.14,50.71,250.96,37.93,242.11,188.03,272.8,67.45
3/7/2018,175.02,62.49,51.3,247.05,37.74,241.85,189.9,272.67,67.95
3/8/2018,176.93,61.82,50.67,246.95,37.83,241.17,189.64,274.01,67.69
3/9/2018,179.96,63.03,52.01,253.78,37.84,243.89,193.22,278.59,67.9
3/12/2018,181.8,62.81,51.53,262.84,37.83,249.76,196.35,278.63,70.05
3/13/2018,180.05,59.7,51.73,261.22,38.01,247.4,195.06,276.93,69.15
3/14/2018,178.44,60.11,51.88,260.83,37.69,248,191.84,275.13,69.52
3/15/2018,178.8,59.89,50.9,268,37.84,249.34,193.97,275.16,68.74
3/16/2018,178.02,60.62,51.17,255.75,37.93,250.3,192.98,274.43,69.88
3/19/2018,175.3,58.37,50.85,244.95,37.01,241.05,186.96,270.64,71.26
3/20/2018,175.23,58.26,51.55,242.36,36.89,249.41,190.03,270.92,73
3/21/2018,171.44,56.81,51.56,246,37.58,248.54,192.35,270.41,73.87
3/22/2018,168.85,55.58,50.89,243.63,36.35,241.83,186.22,263.78,72.09
3/23/2018,165,53.66,49.67,242.48,35.17,232.74,181.32,258.23,70.65
3/26/2018,172.65,56.11,52.48,247.73,35.99,244.7,182.88,264.91,74.02
3/27/2018,168.6,54.84,51.22,244.37,34.83,225.97,187.93,260.96,71.51
3/28/2018,166.52,54.72,49.57,236.68,35.47,221.26,177.66,259.88,69.32
3/29/2018,167.97,55.43,52.01,235.65,36.34,232.7,178.47,263.27,70.98
4/2/2018,166.34,53.81,48.99,227.68,35.76,221,174.36,257.31,69.39
4/3/2018,168.48,54.78,49.73,236.78,36.94,225.35,174.41,260.57,69.75
4/4/2018,168.39,54.78,49.75,236.78,38.03,226.06,175.53,263.7,70.19
4/5/2018,172.84,55.04,50.34,236.31,38,221.25,178.48,265.73,71.64
4/6/2018,168.42,53.13,48.86,228.87,37.68,214.25,175.48,259.95,69.7
4/9/2018,170.05,53.43,49.61,234.74,37.85,215.4,176.86,260.66,70.85
4/10/2018,173.27,54.77,51.26,239.75,39.07,227.87,177.27,264.93,70.79
4/11/2018,172.42,55.01,51.1,240.32,39,226.24,179.1,263.61,71.25
4/12/2018,174.14,55.2,52.75,239.43,38.83,234.6,181.3,265.84,71.23
4/13/2018,174.73,55.73,51.86,246.94,38.78,231.38,180.73,265.14,70.68
4/16/2018,175.71,54.79,52.4,248.62,39.17,231.49,180.27,267.54,70.11
4/17/2018,178.24,55.26,53.54,251.74,39.22,237.54,183.17,270.17,72.68
4/18/2018,177.85,55.23,53.54,249.73,38.93,236.37,182.45,270.37,77.57
4/19/2018,172.8,52.58,52.22,242.86,37.77,228.97,174.29,268.81,76.96
4/20/2018,165.99,51.44,51.53,237.12,37.61,228.79,172.49,266.79,75.53
4/23/2018,165.22,50.53,51.1,233.45,37.69,223.74,172.32,266.57,74.37
4/24/2018,163.1,49.85,51.48,228.39,37.93,221.2,170.33,263.17,74.07
4/25/2018,163.64,49.75,51.36,229,38.11,216.5,168.08,263.81,73.58
4/26/2018,164.18,50.47,53.14,230.42,38.25,225.22,170.52,266.4,75.08
4/27/2018,162.34,51.12,52.75,232.85,37.65,226.67,170.61,266.77,77.95
4/30/2018,165.46,51.01,51.63,229.42,36.74,224.9,168.87,264.52,70.91
5/1/2018,169.2,50.82,53.32,230.38,36.42,227.02,169.42,264.94,67.51
5/2/2018,176.73,50.26,52.33,228.9,36.2,226.31,170.41,263.04,68.02
5/3/2018,176.89,50.31,52.29,225.57,36.15,233,169.59,262.76,65.98
5/4/2018,183.87,52.49,52.78,230.49,36.71,239.08,174.64,265.86,66.37
5/7/2018,186.28,53.01,53.33,235.97,36.34,248.68,178.08,266.98,67.15
5/8/2018,186.05,52.86,53.63,238.85,36.33,250.47,178.19,266.87,67.26
5/9/2018,187.3,53.17,54.34,238.01,36.27,255.78,180,269.54,69.43
5/10/2018,190,54.97,54.98,243.51,37.16,260.35,183.13,271.91,73.01
5/11/2018,188.51,55.23,54.65,243.38,36.89,254.53,183.86,272.74,72.78
5/14/2018,188.09,56.74,54.92,244.76,36.63,255.31,185.86,273,73.54
5/15/2018,186.4,55.64,53.92,241.58,36.95,245.6,182.81,271.12,73.44
5/16/2018,188.12,56.7,54.64,240.51,38.03,245.93,185.14,272.19,72.77
5/17/2018,186.94,56.93,54.81,239.45,38.3,247.7,185.98,271.97,71.39
5/18/2018,186.41,57.51,53.5,235.99,37.79,245.75,183.54,271.39,70
5/21/2018,187.6,57.71,54.23,238.84,38.09,244.3,184.26,273.3,70.92
5/22/2018,187.29,57.39,54.45,238.49,38.28,242.7,186.12,272.6,69.99
5/23/2018,188.37,58.16,55.11,240.56,37.85,247.54,184.94,273.23,68.42
5/24/2018,188.15,59.08,54.75,243.53,38.39,247.63,186.51,272.9,68.37
5/25/2018,188.63,59.96,55.38,250.03,38.3,249.22,188.6,272.05,68.25
5/29/2018,187.47,58.23,55.29,249.5,37.38,248.59,186.84,269.22,69.21
5/30/2018,187.5,58.39,55.64,249.4,37.83,252.9,190.03,272.54,69.04
5/31/2018,186.89,58.21,55.2,252.07,42.7,252.19,188.82,270.87,67.61
6/1/2018,190.2,58.61,57.08,256.34,43.19,257.53,190.99,273.54,65.93
6/4/2018,191.8,58.71,56.81,258.37,43.78,264.83,192.35,274.82,61.73
6/5/2018,193.41,58.97,56.64,259.26,43.41,264.99,193.58,275.27,58.24
6/6/2018,193.98,59.84,57.03,263.51,43.93,265.14,194.2,277.44,55.53
6/7/2018,193.53,60.64,55.95,264.68,44.01,262.9,193.72,277.58,53.28
6/8/2018,191.71,60.26,55.05,257.97,44.25,262.28,190.81,278.18,52.67
6/11/2018,191.23,60.05,54.52,260.71,44.85,260.62,191.4,278.58,51.76
6/12/2018,192.21,59.79,54.73,261.43,44.18,261.95,192.35,278.9,53.85
6/13/2018,190.75,59.34,55.03,263.58,44.43,262.38,194.08,278.07,52.69
6/14/2018,190.95,59.46,55.37,268.48,43.57,267.22,193.6,278.8,53.71
6/15/2018,188.8,59.86,55.11,270.23,43.91,265.56,192.43,277,51.06
6/18/2018,188.71,59.2,53.22,264.5,43.95,265.09,190.84,276.64,51.83
6/19/2018,185.69,58.7,52.93,260.95,42.25,260.25,188.54,275.41,52.23
6/20/2018,186.52,58.79,53.46,261.22,41.95,262.27,190.64,276.06,51.67
6/21/2018,185.46,58.75,52.18,259.65,41.12,257.3,189.06,274.32,52.32
6/22/2018,185.38,58.3,52.43,259.7,41.24,250.9,186.54,275.03,52.65
6/25/2018,182.17,57.05,50.71,252.42,40.6,239.12,179.65,270.74,52.68
6/26/2018,184.45,56.45,49.67,251.54,41.01,241.99,180.93,271.66,51.91
6/27/2018,184.3,55.17,48.84,247.11,40.9,235.68,180.27,269.45,50.98
6/28/2018,185.57,55.9,49.25,244.9,40.52,240.92,177.2,270.8,52.13
6/29/2018,185.35,56.1,49.8,242.64,39.42,237.01,179.25,271.62,52.66
7/2/2018,187,56.18,50.2,241.97,39.51,242.38,176.74,271.89,53.07
7/3/2018,183.92,55.33,49.47,238.77,38.97,236.84,179.07,270.9,52.63
7/5/2018,185.45,57.38,50.75,245.13,39.47,242.7,179.7,273.02,52.55
7/6/2018,188.03,57.84,51.37,247.68,39.16,247.36,182.1,275.31,53.87
7/9/2018,189.74,57.69,51.86,247.43,39.75,249.25,182.72,277.86,54.27
7/10/2018,190.35,58.37,52.16,250.56,40.09,253.25,186,278.77,55.5
7/11/2018,188.07,57.3,51.28,243.44,39.3,247.85,181.9,276.83,54.29
7/12/2018,191,58.32,52.35,210.15,39.27,251.23,182.41,279.25,54.51
7/13/2018,191.38,58.39,52.22,202.41,39.36,249.21,182.44,279.48,54.18
7/16/2018,190.8,58.35,52.01,203.25,39.56,248.28,182.47,279.37,54.07
7/17/2018,191.57,58.75,51.75,208,40.03,253.5,182.73,280.49,53.58
7/18/2018,190.36,58.76,51.69,208.78,39.87,251.7,185.23,281.05,53.42
7/19/2018,192,59.31,52.01,210.37,39.31,252.03,185.24,279.92,54.24
7/20/2018,190.95,58.61,51.9,210.33,39.4,250.89,184.99,279.72,54.06
7/23/2018,191.51,59.08,52.31,216.72,39.27,249.41,183.73,280.23,52.88
7/24/2018,192.88,58.76,52.18,217.34,39.48,248.58,184.24,281.46,52.97
7/25/2018,194.58,59.44,52.33,225.97,37.65,251.74,182.18,284.02,53.67
7/26/2018,193.5,63.65,52.65,223.18,36.76,254.85,186.45,283.3,54.36
7/27/2018,190.65,62.69,47.67,221,37.53,252.02,187.14,281.39,49.69
7/30/2018,189.91,62.04,47.69,225.19,37.67,244.13,184.02,279.89,51.58
7/31/2018,190.5,64.21,48.15,221.87,37.9,245,186.7,281.8,52.82
8/1/2018,201.81,64.35,48.81,216.8,37.13,246.47,185.05,280.81,53.38
8/2/2018,207.36,64.77,49.44,216.35,36.62,250.62,185.97,282.46,53.59
8/3/2018,207.85,65.4,49.62,217.65,37.75,252.04,186.71,283.6,52.84
8/6/2018,209,65.73,49,216.95,37.6,253.92,187.48,284.73,53.57
8/7/2018,207.17,65.44,49.85,220.31,37.6,256.95,189.52,285.6,53.6
8/8/2018,207.22,65.16,49.96,219.46,37.66,258.49,190.07,285.35,54.46
8/9/2018,208.88,65.26,50.14,216.58,37.5,256.46,189.15,285.09,54.45
8/10/2018,207.6,64.82,48.85,212.23,36.6,254.81,184.23,283.31,52.79
8/13/2018,208.98,64.82,48.45,211.08,36.16,256.12,184.43,282.24,52.47
8/14/2018,209.8,65.43,48.08,207.3,36.2,261.45,184.52,283.69,52.01
8/15/2018,210.3,65.68,47.46,206.58,35.94,259.04,180.05,281.91,50.6
8/16/2018,213.28,65.76,47.17,209.31,36.29,257.7,182.23,284.14,50.9
8/17/2018,217.58,66.09,47.16,209.27,36.38,244.44,179.44,284.92,51
8/20/2018,215.36,66.16,46.5,206.72,36.77,247.45,178.68,285.74,52.32
8/21/2018,215.05,66.55,47.56,210.51,36.91,253.06,182.59,286.22,52.93
8/22/2018,215.08,66.84,47.05,207.54,36.13,262.8,184.13,286.16,52.55
8/23/2018,215.7,66.86,46.98,205.59,35.67,266.84,184.29,285.81,51.57
8/24/2018,216.19,67.15,47.66,209,35.95,272.24,186.44,287.5,52.08
8/27/2018,217.94,67.34,48.35,212.97,37.69,275.9,190.18,289.58,52.61
8/28/2018,219.78,69.78,48.57,214.43,37.3,274.38,188.85,289.93,51.94
8/29/2018,223.13,69.2,48.75,214.99,37.12,278.27,191.09,291.48,53.07
8/30/2018,225.04,68.14,48.35,216.65,36.37,277.35,190.22,290.36,52.16
8/31/2018,227.75,68.5,48.33,219.03,36.05,280.68,189.63,290.3,52.08
9/4/2018,228.36,70.01,47.96,219.43,35.6,283.7,190.33,289.92,51.31
9/5/2018,226.94,70.89,47.72,221.42,35.29,278.42,190.66,289.09,51.26
9/6/2018,223.1,70.62,47.26,216.52,34.38,272.72,187.41,288.2,50.15
9/7/2018,221.18,70.37,46.45,232.8,33.92,271.87,186.84,287.36,48.51
9/10/2018,218.33,72.32,46.3,240.61,33.87,274.73,186.55,288.1,48.16
9/11/2018,223.82,72.51,45,232.55,33.77,272.8,186.51,289.17,48.45
9/12/2018,221,71.75,44.93,229.89,34.06,268.24,180.91,289.15,48.9
9/13/2018,226.5,74.58,45.59,235.55,34.25,271.34,186.64,290.81,48.41
9/14/2018,223.79,75.09,45.54,236.34,34.62,276.43,186.16,291.05,48.21
9/17/2018,217.86,73.24,45.45,234.83,35.02,273.86,186.95,289.54,47.75
9/18/2018,218.26,74.72,46.16,239.73,35.1,270.96,186.94,290.92,49.55
9/19/2018,218.39,74.06,46.2,241.79,35.74,271.98,186.51,291.21,49.6
9/20/2018,220.09,74.6,47.2,244.93,36.09,266.28,188.33,293.54,50.29
9/21/2018,217.67,73.66,46.66,249.21,35.32,263.1,189.27,292.03,49.98
9/24/2018,220.92,73.58,47.01,249.45,34.75,265.61,188.25,291.18,50.23
9/25/2018,222.38,72.74,45.91,247.65,33.57,268.41,186.18,290.73,49.65
9/26/2018,220.52,71.76,45.7,245.43,33.73,266.92,184.4,289.52,48.56
9/27/2018,224.9,71.71,45.88,246.45,33.71,267.4,184.41,290.62,48.52
9/28/2018,225.75,72.03,47.28,246.73,33.67,281.16,184.56,290.8,48.42
10/1/2018,227.26,72.6,46.46,249.51,34.2,289.77,186.73,291.53,48.98
10/2/2018,229.28,73.35,48.16,248.1,33.3,286.48,188.03,291.64,49.23
10/3/2018,232.03,72.64,48.76,249.42,34.01,286.53,185.5,291.73,48.3
10/4/2018,227.85,72.38,48.13,248.17,34.26,279.29,182.11,289.66,47.61
10/5/2018,224.1,71.24,47.03,245.32,34.12,269.65,177.77,288,46.97
10/8/2018,223.8,70.93,47.03,241.37,34.26,265.77,175.45,288.05,47.29
10/9/2018,226.87,70.13,46.55,244.7,32.67,265.35,176.56,287.35,47.13
10/10/2018,216.6,66.65,45.17,231.83,32.62,245.69,171.06,278.11,46.36
10/11/2018,214.82,64.29,44.36,228.9,32.31,235.13,169.24,272.45,45.37
10/12/2018,222.24,64.19,44.88,232.95,31.79,246.3,168.53,275.89,45.53
10/15/2018,217.48,64.12,44.62,232.47,32.12,235.38,168.89,274.45,46.12
10/16/2018,222.1,66.12,46.03,238.4,32.34,245.9,172.21,280,47.61
10/17/2018,221.1,66.15,45.94,237.36,31.93,243.06,172.96,280.47,47.22
10/18/2018,216.08,65.19,45.03,228.02,31.08,239.53,169.09,276.85,46.76
10/19/2018,219.26,65.36,43.99,230.59,31.19,229.16,168.3,275.95,46.59
10/22/2018,220.62,65.93,45,228.62,31.34,231.22,166.61,275.05,45.35
10/23/2018,222.76,66.38,44.5,229.05,32.13,221.06,163.48,273.57,44.19
10/24/2018,215.82,62.62,42.5,218.71,30.57,199.39,162.03,265.78,42.43
10/25/2018,219.6,63.2,44.95,222.24,32.02,207.84,158.3,270.04,41.23
10/26/2018,216.33,62.49,45.63,213.15,32.65,197.99,156.98,265.74,39.37
10/29/2018,212.3,62.17,45.4,211.5,33.14,185.5,157.97,263.56,36.94
10/30/2018,213.3,63.18,47.71,221.01,33.53,203.15,158.45,267.68,39.78
10/31/2018,218.79,62.9,46.92,223.49,36.58,210.94,162.18,270.54,41.8
11/1/2018,222.41,63.71,48.22,229.88,36.46,218.11,169.11,273.36,41.46
11/2/2018,205.75,63.35,47.13,220.77,36.03,214.73,167.96,271.93,43
11/5/2018,201.42,63.47,47.94,220.09,36.25,211.77,165.14,273.65,43.93
11/6/2018,203.8,63.63,47.39,228.25,36.45,211.52,168.42,275.22,42.83
11/7/2018,209.93,62.85,48.72,234.4,36.88,213.38,170.2,281.01,44.17
11/8/2018,208.49,58.01,48.99,240.25,36.56,205.99,170.45,280.53,42.67
11/9/2018,204.35,56.72,48.11,239.38,35.7,205.66,167.03,277.67,42.22
11/12/2018,194.23,54.49,46.69,223.78,35.69,189.5,159.59,272.74,42.71
11/13/2018,192.4,54.41,47.39,224.83,35.93,199.11,162.65,271.62,42.45
11/14/2018,186.8,53.94,47.11,226.09,35.24,197.71,162.97,270.12,42.54
11/15/2018,191.41,55.39,48.11,236.34,35.55,202.61,163.33,272.87,44.08
11/16/2018,193.68,56.27,48.95,237.61,35.76,164.35,164.74,273.86,44.37
11/19/2018,185.85,54.9,48,229.14,35.68,144.66,163.11,269.22,43.94
11/20/2018,176.5,54.92,47.38,227.71,35.08,149,161.51,263.8,42.05
11/21/2018,176.74,55.27,47.03,230,35.55,144.71,160.79,264.87,42.6
11/23/2018,172.29,55.25,46.54,229.9,35.93,145,161.14,262.94,43.34
11/26/2018,174.62,55.73,47.45,235.31,37.65,153.05,162.05,267.63,43.43
11/27/2018,174.25,55.57,48.01,235.83,36.69,153.52,164.12,268.26,44.87
11/28/2018,181.13,56.71,48.87,235.22,36.95,160.02,162.72,274.19,45.4
11/29/2018,179.6,58.11,47.74,235.78,36.76,157.38,165.68,273.99,44.34
11/30/2018,178.58,58.26,49.27,237.41,37.9,163.43,166.16,275.84,44.45
12/3/2018,184.72,59.14,50.13,242.07,38.45,170.04,171.99,279.06,46.4
12/4/2018,176.9,57.9,47.88,232.04,36.52,157.27,169.44,270.33,44.5
12/5/2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12/6/2018,174.69,57.11,48.37,227.24,35.69,158.29,160.16,270.01,43.71
12/7/2018,168.72,55.99,46.24,228.65,34.69,147.61,161.4,263.52,42.59
12/10/2018,169.8,57.24,47.21,239.25,34.42,151.75,157.23,264.44,43.21
12/11/2018,168.63,57.35,47.38,246.84,34.7,148.19,162.61,264.24,42.45
12/12/2018,169.09,57.72,47.83,254.98,35.69,148.9,164.15,265.56,43.6
12/13/2018,170.95,58.09,48.29,258.3,35.11,148.89,162.64,265.11,45.3
12/14/2018,165.48,57.7,47.86,254.83,35.1,146.64,162.61,260.62,43.64
12/17/2018,164.15,57,47.09,254.12,34.66,143.59,161.05,255.5,42.04
12/18/2018,166.23,57.82,47.74,249.55,34.9,147.01,162.15,254.87,43.22
12/19/2018,160.93,56.7,45.57,243.89,34.93,138.51,159.75,251.2,42.25
12/20/2018,156.72,56.37,45.63,241.89,34.27,135.33,153.85,247.73,42.39
12/21/2018,150.75,54.85,44.94,244.94,32.98,129.57,153.1,240.61,40.57
12/24/2018,146.67,53.65,43.59,233.8,32.37,127.08,149.24,233.24,39.24
12/26/2018,156.85,56.16,45.99,248.14,33.52,132.87,145.19,246.27,41.99
