tickerdate,aapl,qcom,intc,avgo,gm,nvda,soxx,spy,fslr
3/30/2023,162.38,127.4,32.09,633.75,35.99,273.83,442.12,403.71,213.32
3/31/2023,164.68,127.58,32.67,641.54,36.68,277.85,443.62,409.18,217.5
4/3/2023,166.1,124.74,32.9,642.47,36.27,279.65,437.57,410.83,208.49
4/4/2023,165.6,122.3,33.1,634.41,35.74,274.45,434.98,408.68,208.14
4/5/2023,163.76,123.04,32.83,629.01,35.09,268.81,423.15,407.66,201.61
4/6/2023,164.63,123,32.81,622.64,34.59,270.37,425.25,409.13,204.51
4/10/2023,161.99,124.01,32.52,627.39,35.73,275.65,425.29,409.56,212.03
4/11/2023,160.83,123.57,32.35,621.57,35.41,271.5,430.4,409.88,210.03
4/12/2023,160.14,120.27,32.02,616.7,34.62,264.69,425.34,407.99,207.89
4/13/2023,165.55,121.13,32.13,624.24,34.53,264.5,424.06,413.26,211.26
4/14/2023,165.15,120.16,31.89,619.54,34.49,267.69,421.53,412.56,208.4
4/17/2023,165.22,119.38,32.14,627.36,35.14,269.97,418.24,413.96,218.89
4/18/2023,166.19,118.36,31.83,632.32,35.33,276.22,424.32,413.91,219.48
4/19/2023,167.62,118.54,31.15,634.5,34.58,279.31,419.09,413.92,218.19
4/20/2023,166.6,118.73,30.92,632.99,33.52,271.02,422.9,412.02,215.53
4/21/2023,165.05,117.76,30.3,632.9,33.56,271.22,416.24,412.21,216.89
4/24/2023,165.32,117.35,29.64,634.54,34.29,270.32,412.63,412.67,209.9
4/25/2023,163.79,114.07,28.88,622.28,32.94,262.34,405.62,406.25,210.53
4/26/2023,163.76,114.16,29.03,616.19,32.29,269.58,406.25,404.52,199.51
4/27/2023,168.45,113.92,29.88,618.41,32.72,272.3,399.83,412.2,200.83
4/28/2023,169.68,116.8,31.06,626.5,33.04,277.55,408.44,416.15,182.58
5/1/2023,169.65,115.84,30.3,637.95,33.48,289.19,414.38,415.79,182.48
5/2/2023,168.58,116.11,29.77,612.34,33.08,281.99,411.06,410.9,174.95
5/3/2023,167.16,108.7,30.6,613.2,32.45,278.12,409.38,408.04,174.96
5/4/2023,165.5,106.58,31.24,610.16,31.69,275.33,404.29,404.97,172
5/5/2023,173.62,108.59,31,630.32,33.26,286.68,411.8,412.42,174.77
5/8/2023,173.45,108.31,30.77,629.06,33.66,291.51,416.02,412.69,177.22
5/9/2023,171.74,105.72,30.1,618.51,33.28,285.66,408.86,411.07,177.2
5/10/2023,173.53,106.46,30.02,626.27,33.08,288.82,414.78,412.98,180.55
5/11/2023,173.68,104.06,28.85,628.48,33.12,285.63,409.31,412.15,180.38
5/12/2023,172.52,103.62,28.95,631.15,32.4,283.2,410.79,411.54,231.58
5/15/2023,172.07,106.21,29.8,639.8,32.37,289.45,416.74,412.81,223.63
5/16/2023,172.07,103.79,29.22,641.44,31.54,292.08,425.6,410.24,217.49
5/17/2023,172.61,104.81,28.82,657.47,32.44,301.7,428.86,414.99,208.68
5/18/2023,175.14,106.96,29.67,677.9,32.81,316.85,443.4,419.24,207.67
5/19/2023,175.14,105.86,29.93,682.25,32.66,312.7,442.17,418.67,203.51
5/22/2023,174.27,105.28,30.28,678.37,32.86,311.5,443.02,418.81,201.11
5/23/2023,171.62,103.56,29.52,686.5,33.42,306.9,442.42,414.13,200.14
5/24/2023,171.77,102.94,28.99,679.53,32.28,305.76,428.33,410.94,197.71
5/25/2023,172.99,104.02,27.41,728.8,32.5,379.87,455.35,414.69,199.2
5/26/2023,175.43,110.35,28.95,812.73,33.29,389.3,482.34,420.18,199.54
5/30/2023,177.34,116,29.99,803.34,33.36,401.15,495.64,420.13,200.74
5/31/2023,177.31,113.41,31.44,807.3,32.4,378.61,478.98,418.05,201.33
6/1/2023,180.04,115.83,31.13,790,33.02,397.62,484.79,421.64,208.74
6/2/2023,180.95,115.62,31.31,812,34.28,393.29,483.25,427.84,206.74
6/5/2023,179.55,112.73,29.85,802.3,34.13,391.75,477.89,427.12,203.67
6/6/2023,179.17,116.36,30.96,790,35.24,386.54,484,428.08,197
6/7/2023,177.85,115.18,31.26,792.63,36.22,375.15,486.98,426.59,191.76
6/8/2023,180.56,116.35,31.82,804.2,36.01,385.08,485.46,428.95,192.33
6/9/2023,181.02,119.11,31.34,804.62,36.23,387.45,485.8,430.04,192
6/12/2023,183.8,122.14,33.09,855,36.67,394.93,498.53,433.7,196.24
6/13/2023,183.31,124.43,33.91,849.89,37.63,410.35,508.59,436.49,195.99
6/14/2023,184.07,123.4,35.61,885.43,37.36,430.25,512.3,437.34,193.03
6/15/2023,185.95,123.61,35.82,883.43,38.03,426.75,513.76,442.54,192.88
6/16/2023,185.07,122.87,36.35,868.11,37.96,426.87,509.4,439.69,188.99
6/20/2023,184.84,119.82,35,868.03,37.32,438.25,500.8,436.97,186.1
6/21/2023,183.96,115.76,32.92,847.66,37.01,430.38,491.63,435.01,184.58
6/22/2023,187.02,116.4,32.71,842.43,36.66,430.46,494.48,436.53,187.08
6/23/2023,186.63,113.39,33,820.99,36.18,422,484.4,433.14,184.32
6/26/2023,185.26,116.63,33.34,821.63,36.7,406.57,491.99,431.7,178.55
6/27/2023,188.04,119.79,34.1,847.48,37.48,418.75,494.76,435.9,182.73
6/28/2023,189.27,117.54,33.64,847.94,38.19,411.9,501.3,436.6,184.22
6/29/2023,189.7,118.06,32.93,862.57,38.2,408.44,500.31,438.21,184.01
6/30/2023,193.95,118.65,33.31,867.43,38.56,422.72,505.7,442.92,190.09
7/3/2023,192.39,120.09,33.62,876.44,38.96,424.1,507.4,444.03,191.39
7/5/2023,191.32,117.13,32.51,861.86,39.42,423.21,503.37,443.09,186.07
7/6/2023,191.89,115.22,32.1,848,39.46,421.3,490.06,439.74,183.14
7/7/2023,190.68,115.94,31.85,846.75,39.61,425.03,500.21,438.77,189.14
7/10/2023,188.62,117.12,32.8,877.73,39.64,421.75,500.87,439.58,190.82
7/11/2023,188.11,116.91,33.25,882.05,39.97,423.97,499.73,442.21,189.62
7/12/2023,189.79,118.68,33.99,889.95,40.41,439.5,510.18,446.12,194.96
7/13/2023,190.58,123.12,33.81,890.36,40.5,460.3,520.15,449.63,196.95
7/14/2023,190.67,122.56,33.15,888.58,40,454.47,525.9,449.02,191.3
7/17/2023,193.85,123.4,34.36,910.35,38.8,464.5,528.03,450.63,206.71
7/18/2023,193.63,122.86,34.48,903.43,39.13,474.92,527.19,453.99,201.57
7/19/2023,195.08,124.42,34.45,901.37,39.23,470.07,529.48,454.96,198.58
7/20/2023,193.3,120.72,33.46,888.34,39.26,455.27,512.78,452.38,198.5
7/21/2023,192.22,124.72,33.96,896.75,38.55,444.99,511.82,452.25,197.91
7/24/2023,192.68,124.1,33.64,903.51,39.3,445.79,510.6,454.12,197.66
7/25/2023,193.81,125.07,34.1,917.99,37.92,456.79,519.86,455.28,200.01
7/26/2023,194.44,124.02,34.31,893.09,38.29,453.95,510.02,455.43,197.41
7/27/2023,193.1,125.85,34.41,893.53,38.97,458.93,529.01,452.58,198.8
7/28/2023,195.59,129.48,36.84,899.79,38.06,467.4,533.88,456.75,208.4
7/31/2023,196.36,132.17,35.77,898.65,38.37,467.28,534.66,457.84,206.25
8/1/2023,195.52,132.08,35.77,920,38.12,465.07,534.82,456.37,202.63
8/2/2023,192.49,129.27,34.34,892.3,37.39,442.92,513.76,450.19,194.28
8/3/2023,191.17,118.7,34.81,884.98,36.92,445.16,512.75,448.87,196.24
8/4/2023,181.87,121.5,35.24,881.65,36.57,446.7,516.87,446.8,194.38
8/7/2023,178.78,119.1,35.23,897.06,36.97,454,517.08,450.58,195.6
8/8/2023,179.86,117.66,35.02,883.16,36.84,446.85,504.37,448.8,196.1
8/9/2023,178.21,116.57,34.28,850.73,36.26,425.9,501.92,446.06,203.6
8/10/2023,177.89,115.61,34.7,842.9,34.16,423.88,499.39,445.79,205.01
8/11/2023,177.8,114.61,34.96,829.76,33.89,408.69,488.71,445.73,204.87
8/14/2023,179.36,114.02,35.72,854.1,34.07,438.13,495.75,448.09,211.23
8/15/2023,177.45,111.68,34.84,842.52,33.3,439.75,496.74,442.95,199.83
8/16/2023,176.57,110.15,33.54,832.99,32.82,434.96,485.96,439.67,191.89
8/17/2023,174.04,110.08,32.57,827.1,33.02,433.61,480.3,436.27,182.61
8/18/2023,174.61,110.1,32.75,825.84,33.17,433.09,477.83,436.87,181.91
8/21/2023,175.72,110.68,33.08,865.14,33.27,470.2,484.74,439.02,181.7
8/22/2023,177.25,109.55,32.92,855.79,32.93,456.9,491.75,438.1,176.5
8/23/2023,181.12,111.17,34.09,877.9,33.56,470.06,499.13,442.82,180.58
8/24/2023,176.36,108.62,32.59,854.46,32.88,472.17,487.18,436.75,174.42
8/25/2023,178.65,110.32,33.23,851.82,32.95,460.18,478.49,440.09,177.45
8/28/2023,180.18,111.68,33.62,861.08,33.12,468.35,487.9,442.64,176.76
8/29/2023,184.17,113.78,34.31,889.93,33.29,487.87,502.87,449.13,181.61
8/30/2023,187.65,113.27,34.53,892.28,33.39,492.3,508.02,450.96,184.96
8/31/2023,188.04,114.53,35.14,923,33.51,493.55,510.59,450.63,189.12
9/1/2023,189.26,115.39,36.57,872.52,33.54,484.98,509.28,451.08,186.37
9/5/2023,189.75,116.55,36.69,872.17,33.28,485.33,512.95,449.4,186.48
9/6/2023,182.98,114.68,36.98,872.27,32.8,470.55,505.63,446.12,182.09
9/7/2023,178.05,106.46,38.18,857.03,32.57,462.44,492.23,444.7,180.5
9/8/2023,178.45,106.12,38.04,857.55,32.95,455.72,494.54,445.47,183.21
9/11/2023,179.32,110.27,38.68,859.14,32.64,451.6,488.32,448.5,179.37
9/12/2023,176.5,111.23,38.86,844.52,33.47,448.5,492.97,446.09,180.94
9/13/2023,174.21,112.64,38.75,853.15,33.66,454.96,495.98,446.74,170.5
9/14/2023,175.73,114.04,38.67,871.64,33.66,455.92,495.2,450.4,177
9/15/2023,174.97,113.14,37.9,851.68,33.95,439,483.9,443.62,174.05
9/18/2023,178.02,112.75,38.08,850,33.34,439.66,483.58,443.66,167.74
9/19/2023,179.07,110.72,37.62,849.2,33.96,435.2,478.36,442.93,169.18
9/20/2023,175.49,109.22,34.69,830.36,33.2,422.3,480.28,438.5,169.24
9/21/2023,173.86,107.96,34.67,809.24,32.71,410.25,465.05,431.29,166.24
9/22/2023,174.85,107.59,34.18,829.08,32.58,416.38,468.72,430.7,162.45
9/25/2023,176.2,110.43,34.33,833.89,33.06,422.15,468.09,432.32,164.34
9/26/2023,171.96,109.72,33.9,816.19,32.26,419.1,461.61,425.93,161.39
9/27/2023,170.37,109.19,34.65,816.81,32.35,424.8,459.31,426.1,158.61
9/28/2023,170.64,111.1,35.18,832,33.43,431.22,476.16,428.33,161.5
9/29/2023,171.15,111.06,35.51,830.58,32.97,435.03,475.89,427.28,161.66
10/2/2023,173.68,111.16,35.5,834.95,32.47,447.88,474.88,427.51,158.54
10/3/2023,172.42,110.19,35.77,814.83,31.41,435.58,467.7,421.86,151.2
10/4/2023,173.44,109.86,35.95,823.81,31.04,440.01,471.36,424.44,149.19
10/5/2023,174.95,109.8,35.89,823.86,30.31,447.04,467.61,424.45,145.45
10/6/2023,177.47,110.88,36.17,845.26,30.9,457.25,479.86,429.5,148.14
10/9/2023,178.9,111.8,36.06,855.88,30.99,452.1,474.1,432.22,143.36
10/10/2023,178.43,112.31,36.43,858.41,31.48,457.91,488.4,434.44,152.93
10/11/2023,179.82,111.12,36.88,874.56,30.98,468.2,485.58,436.42,152.22
10/12/2023,180.71,111.46,36.86,907.19,30.32,469.45,496.04,433.78,150.41
10/13/2023,178.85,108.66,35.97,883.18,29.68,454.61,479.39,431.32,148.99
10/16/2023,178.65,110.51,36.52,902.57,30.06,460.79,481.78,435.85,149.39
10/17/2023,177.21,112.22,36.09,884.4,30.33,439,482.24,435.9,157.59
10/18/2023,175.67,110.73,35.54,887.03,29.48,421.56,472.17,430.82,152.61
10/19/2023,175.26,111.28,35.67,867.83,29.33,420.89,470.17,426.34,153.1
10/20/2023,173,108.65,34.9,853.63,29.65,413.79,460.07,420.99,151.01
10/23/2023,172.81,108.66,33.9,862.22,29.22,429.8,458.59,420.83,152.37
10/24/2023,173.64,109.39,34.59,881.11,28.57,437.98,458.18,424.32,157.7
10/25/2023,171.17,104.78,32.84,849.63,29.01,417.75,449.3,417.78,151.95
10/26/2023,166.7,105.78,32.52,826.75,28.55,403.26,441.52,412.65,150.49
10/27/2023,168.33,106.46,35.56,838.36,27.22,405.03,447.37,410.89,146.05
10/30/2023,170.14,107.83,35.67,841.25,27.36,411.5,437.41,415.65,135.68
10/31/2023,170.7,108.99,36.48,841.37,28.2,407.42,440.12,417.95,139.69
11/1/2023,173.98,113.98,37.29,851.54,28,423.25,447.19,422.65,141.63
11/2/2023,177.68,117.15,37.7,871.3,28.8,435.21,461.49,430.63,149.56
11/3/2023,176.74,119.52,38.14,882.68,29.77,450.13,473.05,434.89,151.49
11/6/2023,179.19,119.24,38.05,880.83,29.14,457.53,473.1,435.6,146.64
11/7/2023,181.89,120.72,38.77,897.82,28.41,459.49,479.46,436.8,145.51
11/8/2023,182.92,120.06,37.92,911.13,27.61,465.89,476.31,437.08,137.97
11/9/2023,182.24,120.1,37.8,911.38,26.65,469.55,482.94,434.88,135.51
11/10/2023,186.47,124.21,38.83,956.3,26.85,483.46,485.25,440.82,131.62
11/13/2023,184.75,123.85,38.24,946.93,26.9,486,488.92,440.29,131.52
11/14/2023,187.49,127.36,39.39,972.96,28.2,496.73,507.41,449.1,146.61
11/15/2023,188.13,128.92,40.6,975.4,28.14,488.68,514.23,449.41,157.15
11/16/2023,189.74,128.65,43.32,959.55,27.48,494.8,509.16,450.2,155
11/17/2023,189.7,129.47,43.71,977.73,28.03,492.72,511.98,450.69,153.96
11/20/2023,191.47,129.51,44.74,995.71,28.52,504.39,519.23,454.11,160.08
11/21/2023,190.63,127.02,43.64,981.62,27.92,500,512.54,453.04,159.45
11/22/2023,191.29,127.5,43.69,972,28.1,486.82,516.18,455.1,160.66
11/24/2023,189.97,127.75,43.93,978.87,28.18,477.75,515.52,455.4,156.32
11/27/2023,190,128.2,44.22,950.3,28.5,482.79,516.15,454.49,156.88
11/28/2023,190.27,126.59,44.23,946.7,28.89,478,511.8,454.95,156.88
11/29/2023,189.37,127.9,44.94,938.57,31.6,481.18,522.96,454.81,157.32
11/30/2023,189.98,129.05,44.81,925.73,31.6,467.78,512.49,456.38,157.02
12/1/2023,191.1,129.67,43.63,930,32.4,467.48,510.7,459.02,157.95
12/4/2023,189.37,129.94,42.35,923.97,33.07,454.8,503.45,456.52,160.41
12/5/2023,193.44,130.75,41.95,912,32.68,465.6,507.55,456.74,158.48
12/6/2023,192.43,129.96,41.21,903.64,32.91,455,512.14,454.76,151.22
12/7/2023,194.22,132.94,42.08,922.26,33.51,466.2,513.65,458.13,144.1
12/8/2023,195.74,132.97,42.7,944.82,33.75,475.03,522.55,460.12,148.86
12/11/2023,193.25,136.1,44.54,1029.5,33.58,466.73,535.3,461.95,145.46
12/12/2023,194.71,136.68,44,1072.26,33.42,476.29,542.56,464.13,139.51
12/13/2023,197.67,138.8,44.57,1090,33.99,480.55,544.92,470.56,138.22
12/14/2023,198.16,141.5,45.2,1106.49,36.08,483.5,568.56,472.07,157.9
12/15/2023,197.37,143.27,46.2,1129.74,35.73,489,573.99,469.64,167
12/18/2023,195.81,141.65,45.65,1149.25,35.44,501.15,563.7,471.7,164.03
12/19/2023,196.89,143.22,46.68,1138.89,35.87,496.04,569.23,474.85,174.14
12/20/2023,194.94,140.6,45.82,1110.38,35.47,481.63,567.44,467.88,168.53
12/21/2023,194.89,142.44,47.1,1127.29,36.25,489.52,564.56,472.6,171
12/22/2023,193.62,143.49,48,1121.98,36.01,488.12,569.96,473.73,170.28
12/26/2023,193,145.46,50.51,1131.89,36.13,492.89,576.52,475.71,172.62
12/27/2023,193.13,145.72,50.84,1126.17,36.08,493.56,579.03,476.51,173.48
12/28/2023,193.73,145.86,50.45,1122.41,36.21,495.33,582.31,476.73,172.69
12/29/2023,192.83,144.63,50.35,1116.25,35.92,495.3,576.22,475.15,172.29
1/2/2024,185.6,140.23,47.77,1085.38,36.05,481.6,559.61,472.56,176.91
1/3/2024,184.29,137.6,47.05,1058.2,35.27,475.69,544.87,468.73,166.6
1/4/2024,181.92,136.16,46.84,1049.01,35.49,480.3,541.52,467.24,167.7
1/5/2024,181.18,136.73,46.9,1048.92,35.99,491,545.62,468,169.51
1/8/2024,185.55,139.03,48.32,1074.85,36.7,522.8,556.5,474.44,165.18
1/9/2024,185.14,139.89,48,1084.6,36.54,531.66,556,473.99,164.33
1/10/2024,186.19,139.42,47.51,1080.76,36.08,543.43,557.84,476.62,161.06
1/11/2024,185.82,139.03,47.6,1101.17,35.62,548.6,553.71,476.24,158.98
1/12/2024,185.88,140.2,47.07,1107.68,35.26,546.9,555.3,476.65,158.39
1/16/2024,183.56,141.33,47.14,1114.96,35.39,563.71,566.29,475.02,154.45
1/17/2024,182.65,139.32,46.03,1103.87,34.92,560.11,553.5,472.26,146.32
1/18/2024,188.67,145.29,46.74,1143.91,34.58,570.91,576.07,476.14,148.05
1/19/2024,191.49,151.94,48.09,1210.78,35.51,594.75,587.24,482.41,141.93
1/22/2024,193.85,152.87,48.27,1220.25,35.32,596.58,598.8,483.53,152.71
1/23/2024,195.11,153.5,48.85,1226.31,35.2,598.76,602.52,484.98,151.02
1/24/2024,194.3,154.37,49.02,1253.5,34.7,613.94,620.92,485.36,150.74
1/25/2024,194.28,154.47,50.05,1230,35.16,616.56,621.09,488,146.09
1/26/2024,192.1,150.72,43.65,1204.88,35.14,609.81,605.39,487.33,148.97
1/29/2024,191.68,149.64,43.81,1217.77,35.62,624.36,595.63,491.09,146.77
1/30/2024,188.22,145.98,42.92,1208.16,38.15,628.1,600.53,490.92,146.97
1/31/2024,184.85,150.25,43.13,1180,38.8,616.15,584.3,482.76,153.95
2/1/2024,186.89,141.1,43.3,1200.01,38.87,630.27,581.99,489.02,148.39
2/2/2024,185.72,141.6,42.55,1224.34,38.91,661.88,591.41,493.77,141.59
2/5/2024,187.59,143.76,42.77,1243.1,37.78,694.04,596.94,492.17,136.94
2/6/2024,189.25,144.1,42.74,1222.65,38.03,682,597.16,493.94,141.75
2/7/2024,189.32,145.89,42.81,1257.62,38.72,701.4,602.51,497.91,146.07
2/8/2024,188.3,148.18,42.52,1274.76,38.65,696.4,618.9,498.25,143.7
2/9/2024,188.75,151,43.3,1281,38.56,721.53,626.79,501.04,147.44
2/12/2024,187.13,153.49,44.03,1267.37,39.28,722.5,638.08,500.93,156.97
2/13/2024,185.1,150.04,43.16,1251.65,38.31,721.2,619.34,494.06,152.61
2/14/2024,184.18,153.94,44.19,1260.72,38.37,738.85,622.5,498.92,155.18
2/15/2024,184.06,156.32,44.05,1265.07,38.99,726.69,629.71,502.02,159.22
2/16/2024,182.26,152.69,43.55,1245.48,38.7,725.68,629.86,499.32,156.34
2/20/2024,181.47,152.24,44.5,1226.55,39.01,694.6,612.26,496.51,154.9
2/21/2024,182.3,152.01,43.45,1227.45,39.49,673,606.61,497.09,148.39
2/22/2024,184.29,154.75,42.94,1304.9,39.34,784.65,639.9,507.38,146.23
2/23/2024,182.67,154.91,42.99,1296.37,39.63,788.99,636.66,507.7,142.66
2/26/2024,181.16,157.03,42.99,1309.13,39.79,791.1,643.44,505.92,144.42
2/27/2024,182.82,158.64,42.73,1296.23,40.03,787.28,646.52,506.93,145.65
2/28/2024,181.21,155.85,42.02,1289.42,40.63,776.5,636.43,506.04,149.92
2/29/2024,180.65,157.79,42.97,1300.49,40.98,794.31,645.2,508.39,152.9
3/1/2024,179.65,163.09,43.72,1399.17,40.99,822.67,669.83,512.75,160.15
3/4/2024,175.05,166.56,45.62,1402.84,40.93,851.03,689.79,512.13,154.45
3/5/2024,170.17,161.75,43.2,1346,40.65,859,674.64,507.34,158.94
3/6/2024,169.2,167.89,44.51,1350,40.15,886.89,691.7,509.96,159.45
3/7/2024,168.89,175.62,46.15,1410,39.35,927.52,236.05,514.81,159.35
3/8/2024,171.07,170.91,44.05,1310.43,39.5,876.78,238.11,512.24,161.83
3/11/2024,172.8,171.11,44.86,1293.12,39.53,857.49,225.05,511.38,163.18
3/12/2024,173.06,173.07,45.02,1291.88,39.21,919.16,228.24,516.81,159.81
3/13/2024,171.13,169.25,43.24,1257.87,40.26,908.25,223.78,516.07,159.47
3/14/2024,173.1,168.45,42.8,1262.27,39.38,879,221.51,514.85,152.21
3/15/2024,172.51,167.07,42.69,1235.5,40.69,878.85,219.51,510,148.03
3/18/2024,173.75,166.92,42.69,1233.51,40.84,884.83,219.78,512.65,149.89
3/19/2024,175.98,164.04,42.05,1238.2,41.51,892.7,214.4,515.81,147.99
3/20/2024,178.1,167.67,42.23,1276,42.85,904,216.78,520.23,146.69
3/21/2024,171.39,170.85,42.42,1345.05,43.42,913.83,228.49,522.22,153.61
3/22/2024,172.38,170.22,42.58,1353.47,43.06,944.26,225.16,521.3,152.91
3/25/2024,171.15,167.52,41.83,1351.58,43.55,949.2,225.43,520.04,154.58
3/26/2024,169.92,167.07,42.09,1331.49,43.85,925.84,225.18,519.13,153.09
3/27/2024,173.42,169.13,43.67,1318.73,44.56,903.25,223.63,523.15,163.08
3/28/2024,171.22,168.96,44.11,1325.41,45.39,903.89,226.46,523.01,167.96
4/1/2024,170.01,171.72,44.52,1350.26,45.4,902.77,227.76,522.15,169.26
4/2/2024,168.81,171.04,43.94,1338.76,44.89,895.25,222.67,518.87,167.46
4/3/2024,169.65,173.91,40.35,1364.11,45.17,890.29,225.77,519.73,164.76
4/4/2024,168.86,169.76,39.76,1314.87,43.68,860.3,227.21,513.37,175.26
4/5/2024,169.57,171.53,38.7,1339.43,44.23,879.26,222.52,518.34,174.49
4/8/2024,168.46,173.62,37.98,1336.1,44.34,871.45,222.16,518.78,178.41
4/9/2024,169.66,175.57,38.28,1334.08,44.62,853.1,222.95,519.61,183.18
4/10/2024,167.9,170.86,37.19,1322.37,43.94,870,220.57,513.87,182.78
4/11/2024,175.34,175.13,37.57,1382.46,43.84,906.25,222.51,517.92,181.56
4/12/2024,176.64,171.16,35.71,1344.07,43.08,882,219.79,510.99,183.61
4/15/2024,172.77,169.84,36.26,1310.69,42.69,859.13,219.85,504.16,180.5
4/16/2024,169.25,168.58,36.26,1329.06,42.66,873.8,216.52,503.16,173.04
4/17/2024,168.23,164.41,35.68,1282.63,42.46,841.49,212.57,500.05,174.73
4/18/2024,167.19,161.44,35.05,1256,42.44,846.1,209.62,499.69,177.17
4/19/2024,164.89,157.63,34.18,1204.71,42.37,763.39,202.09,494.92,176.3
4/22/2024,165.8,160.18,34.32,1224.46,43.24,794.61,200.02,499.19,176.41
4/23/2024,166.88,161.35,34.3,1244.99,45.1,823,205.84,505.42,180.79
4/24/2024,169.05,163.63,34.5,1259.71,45.08,796.38,207.64,505.55,179.18
4/25/2024,169.99,163.3,35.11,1294.42,45.62,829.23,210.1,504.31,172.81
4/26/2024,169.21,165.66,31.87,1344.07,45.94,878.27,215.95,508.28,177.48
4/29/2024,173.52,169.2,31.36,1338.62,46.04,877.57,217.42,510.31,182.11
4/30/2024,170.29,165.85,30.51,1300.27,44.53,865.77,216.9,502.14,178.63
5/1/2024,169.56,170,30.39,1242.86,44.47,830.65,205.64,500.31,175.39
5/2/2024,173.43,179.81,30.52,1238.57,44.67,857.99,210.06,505.5,174.5
5/3/2024,183.24,179.64,30.9,1278.11,44.86,887.89,216.27,511.51,189.15
5/6/2024,181.52,181.85,30.97,1310.31,45.06,920.56,219.53,516.52,195.5
5/7/2024,182.73,180.15,30.66,1303.11,45.28,905.57,221.34,517.16,196.8
5/8/2024,182.86,180.55,29.98,1325.37,45.06,903.27,217.03,517.2,191.97
5/9/2024,184.5,180.54,30.08,1305.67,45.36,887.49,217.92,520.08,190.63
5/10/2024,182.95,182.08,29.87,1332.8,45.21,899.15,220.01,520.66,194.71
5/13/2024,186.2,184.21,30.49,1337.51,45.17,904.11,221.55,520.89,190.91
5/14/2024,187.39,188.83,31.03,1380.03,45.03,913.35,223.03,523.27,185.88
5/15/2024,189.6,194.61,31.3,1436.17,45.49,946.6,227.82,529.32,191.12
5/16/2024,189.74,193.27,32.02,1412.13,45.87,943.6,232.18,528.55,194.25
5/17/2024,189.93,193.86,31.81,1395.29,45.76,924.44,229.6,529.13,198.67
5/20/2024,191.57,197.76,32.13,1414.03,45.11,942.43,233.02,531.11,196.9
5/21/2024,NULL,200.34,31.74,1399.2,44.92,947.35,232,529.95,206.28
5/22/2024,NULL,202.93,31.46,1394.51,43.97,947.1,235.52,530.65,246.76
5/23/2024,NULL,202.14,30.11,1396.57,43.73,1048.11,237.61,531.18,250.3
5/24/2024,NULL,210.36,30.72,1407.84,44.11,1044.07,238.68,529.48,275.04
5/28/2024,NULL,213.12,31.15,1412.45,43.09,1126.21,242.72,530.16,282.79
5/29/2024,NULL,207.6,30.14,1389.29,42.64,1138.11,238.32,525.99,281.83
5/30/2024,NULL,204.8,30.15,1364.08,43.41,1135.55,236.46,522.44,275.92
5/31/2024,NULL,204.05,30.83,1330.5,44.99,1091.73,229.18,527.49,261.54
6/3/2024,NULL,205.91,30.29,1321.85,45.74,1140.21,233.44,527.66,281.02
6/4/2024,NULL,204.37,30.03,1330.82,45.26,1143.17,231.3,528.19,270.53
6/5/2024,NULL,211.94,30.75,1413.09,45.62,1198.27,240.15,534.46,277.23
6/6/2024,NULL,208.89,30.44,1401.27,45.61,1203.29,240.84,534.32,277.95
6/7/2024,NULL,206.5,30.77,1406.64,45.46,1191.6,239.99,533.86,269.82
6/10/2024,NULL,209.35,30.87,1440.47,47.57,121.8,243.02,535.42,273.46
6/11/2024,NULL,208.52,30.9,1461.03,48.2,119.58,240.6,536.64,285.8
6/12/2024,NULL,215.39,30.71,1495.99,48.86,125.49,250.23,541.25,298.22
6/13/2024,NULL,218.09,30.47,1678.95,47.65,128.77,252.22,542.52,289.71
6/14/2024,NULL,215.33,30.46,1735.04,46.77,130.7,250.59,542.62,277.74
6/17/2024,NULL,221.95,30.95,1828.3,47.4,130.97,252.47,546.93,256.41
6/18/2024,NULL,227.09,30.68,1799.08,47.44,134.55,259.51,548.28,261.85
6/20/2024,209.79,215.49,30.64,1734.56,47.77,137.3,256.63,546.69,258.25
6/21/2024,NULL,212.53,31.08,1663.1,47.72,130.04,252.41,545.4,261.22
6/24/2024,NULL,200.84,30.57,1592.21,48.11,120.69,246.08,546.09,261
6/25/2024,NULL,202.17,30.74,1580.79,46.41,125.11,245.9,544.12,260.3
6/26/2024,NULL,197.11,30.45,1590,45.77,124.18,245.07,545.2,249.86
6/27/2024,NULL,194.25,30.59,1586.66,45.58,123.31,243.03,546.28,248.9
6/28/2024,NULL,199.18,30.95,1605.43,46.46,126.05,248.89,544.39,231.43
7/1/2024,NULL,200.03,30.84,1640.8,46.68,123.77,245.19,545.4,223.15
7/2/2024,NULL,200.16,31.02,1657.48,46.95,121.71,246.85,548.56,215.28
7/3/2024,NULL,203.81,31.23,1729.22,46.71,127.24,254.19,550.89,225.8
7/5/2024,NULL,205.75,32.03,1700.34,46.52,127.27,255.33,554.35,223.5
7/8/2024,NULL,207.85,34,1745.86,46.55,128.99,258.86,555.18,224.49
7/9/2024,NULL,207.12,34.57,1733.31,46.26,131.51,259.18,555.92,226.26
7/10/2024,NULL,208.8,34.89,1744.5,46.53,134.17,263.2,561.16,229.67
7/11/2024,NULL,199.85,33.46,1706.15,47.89,128.6,257.09,556.22,229.05
7/12/2024,NULL,201.97,34.61,1700.67,49.01,129.77,261.52,559.95,233.99
7/15/2024,NULL,208.18,34.51,171.22,49.32,129.08,262.04,561.55,213.93
